Symbol,Name,Price_intraday,Change,Change_pct,YTD_Return,Three_Months_Return,One_Year_Return,Three_Year_Return,Five_Year_Return,Net_Assets,50_Day_Avg,200_Day_Avg,Morningstar Rating
PEIOX,Principal Equity Income R3,39.84,+0.26,+0.66%,+1.93%,-0.94%,+10.52%,+21.63%,+28.21%,8.692B,42.14,41.28,3 stars
PEIIX,Principal Equity Income Inst,40.08,+0.27,+0.68%,+1.95%,-0.80%,+11.11%,+22.33%,+28.95%,8.692B,42.40,41.51,3 stars
PEIQX,Principal Equity Income R5,40.01,+0.26,+0.65%,+1.92%,-0.86%,+10.85%,+22.00%,+28.65%,8.692B,42.33,41.45,3 stars
PJFZX,PGIM Jennison Growth Z,69.71,-0.39,-0.56%,+0.96%,+6.12%,+53.15%,+15.93%,+33.18%,8.69B,72.99,70.00,4 stars
PJGRX,PGIM Jennison Growth R,45.91,-0.25,-0.54%,+0.94%,+5.99%,+52.36%,+15.31%,+32.51%,8.69B,49.19,48.10,4 stars
PJFCX,PGIM Jennison Growth C,36.29,-0.20,-0.55%,+0.91%,+5.87%,+51.60%,+14.81%,+31.81%,8.69B,39.58,39.26,4 stars
PJFOX,PGIM Jennison Growth R2,67.09,-0.37,-0.55%,+0.94%,+6.02%,+52.51%,+15.46%,+32.62%,8.69B,70.45,67.68,4 stars
PJFQX,PGIM Jennison Growth R6,70.40,-0.39,-0.55%,+0.96%,+6.15%,+53.32%,+16.07%,+33.33%,8.69B,73.73,70.60,4 stars
PJFPX,PGIM Jennison Growth R4,68.76,-0.38,-0.55%,+0.95%,+6.07%,+52.88%,+15.77%,+32.99%,8.69B,72.11,69.16,4 stars
PJFAX,PGIM Jennison Growth A,59.78,-0.34,-0.57%,+0.96%,+6.06%,+52.68%,+15.62%,+32.73%,8.69B,63.08,60.89,4 stars
DFIVX,DFA International Value Portfolio,20.99,+0.04,+0.19%,+1.75%,-1.75%,+17.79%,+18.69%,+15.67%,8.686B,21.00,21.40,4 stars
FCPCX,Fidelity Advisor Intl Cap App C,25.50,+0.29,+1.15%,+0.20%,-3.15%,+26.32%,+11.15%,+31.41%,8.677B,25.70,25.54,4 stars
FCPIX,Fidelity Advisor Intl Cap App I,32.35,+0.36,+1.13%,+0.28%,-2.88%,+27.63%,+12.30%,+32.74%,8.677B,32.70,32.47,4 stars
FCPAX,Fidelity Advisor Intl Capl App A,30.03,+0.33,+1.11%,+0.27%,-2.94%,+27.30%,+12.03%,+32.36%,8.677B,30.34,30.13,4 stars
FIATX,Fidelity Advisor Intl Cap App M,29.06,+0.32,+1.11%,+0.24%,-3.01%,+27.01%,+11.71%,+32.08%,8.677B,29.34,29.14,4 stars
FIDZX,Fidelity Advisor Intl Cap App Z,32.43,+0.36,+1.12%,+0.28%,-2.88%,+27.79%,+12.45%,+32.97%,8.677B,32.80,32.58,5 stars
FIONX,Fidelity SAI International Index,13.85,+0.09,+0.65%,+0.58%,-4.87%,+18.24%,+11.26%,+22.06%,8.66B,14.16,14.50,3 stars
OWSMX,Old Westbury Small & Mid Cap Strategies,16.25,+0.12,+0.74%,+0.81%,-1.57%,+11.66%,+5.52%,+24.50%,8.636B,16.83,16.38,3 stars
PTAOX,Performance Trust Total Return Bd A,19.49,+0.03,+0.15%,-0.36%,-1.84%,+7.16%,+1.48%,+7.21%,8.628B,19.71,19.76,4 stars
PTIAX,Performance Trust Total Return Bd Inst,19.46,+0.02,+0.10%,-0.31%,-1.78%,+7.48%,+1.73%,+7.36%,8.628B,19.70,19.76,5 stars
PTCOX,Performance Trust Total Return Bd C,19.41,+0.03,+0.15%,-0.36%,-2.00%,+6.35%,+0.74%,+6.43%,8.628B,19.62,19.67,3 stars
DHLRX,Diamond Hill Large Cap I,33.03,+0.19,+0.58%,+1.67%,-1.50%,+13.66%,+25.75%,+32.18%,8.625B,35.28,35.04,3 stars
DHLYX,Diamond Hill Large Cap Y,33.06,+0.19,+0.58%,+1.67%,-1.47%,+13.78%,+25.89%,+32.34%,8.625B,35.41,35.10,3 stars
DHLAX,Diamond Hill Large Cap Inv,32.95,+0.19,+0.58%,+1.64%,-1.57%,+13.31%,+25.42%,+31.80%,8.625B,35.12,34.90,2 stars
BBVSX,Bridge Builder Small/Mid Cap Value,14.62,+0.08,+0.55%,+2.39%,+0.86%,+15.04%,+28.02%,+28.05%,8.555B,15.54,14.90,3 stars
WLGAX,Macquarie Large Cap Growth Fund A,36.48,-0.16,-0.44%,+0.83%,+3.08%,+37.81%,+30.17%,+36.44%,8.544B,37.01,34.86,4 stars
IYGIX,Macquarie Large Cap Growth Fund I,40.25,-0.18,-0.45%,+0.85%,+3.15%,+38.17%,+30.53%,+36.86%,8.544B,40.79,38.37,4 stars
WLGRX,Macquarie Large Cap Growth Fund R,33.42,-0.15,-0.45%,+0.84%,+3.03%,+37.51%,+29.61%,+35.89%,8.544B,33.93,32.00,3 stars
WLGCX,Macquarie Large Cap Growth Fund C,24.41,-0.11,-0.45%,+0.82%,+2.88%,+36.74%,+29.04%,+35.29%,8.544B,24.86,23.55,3 stars
WLGYX,Macquarie Large Cap Growth Fund Y,38.10,-0.17,-0.44%,+0.82%,+3.09%,+37.83%,+30.19%,+36.46%,8.544B,38.64,36.38,4 stars
ILGRX,Macquarie Large Cap Growth Fund R6,40.67,-0.19,-0.47%,+0.84%,+3.17%,+38.23%,+30.57%,+36.88%,8.544B,41.21,38.74,4 stars
JTGIX,JHancock Multimanager Lifestyle Gr I,14.16,+0.03,+0.21%,+1.00%,-0.43%,+16.17%,+14.24%,+22.21%,8.536B,14.56,14.13,3 stars
JULGX,JHancock Multimanager Lifestyle Gr R6,14.18,+0.03,+0.21%,+1.00%,-0.40%,+16.25%,+14.33%,+22.39%,8.536B,14.59,14.16,3 stars
JCLGX,JHancock Multimanager Lifestyle Gr C,14.29,+0.04,+0.28%,+0.92%,-0.71%,+14.94%,+13.10%,+21.05%,8.536B,14.59,14.18,2 stars
JALGX,JHancock Multimanager Lifestyle Gr A,14.29,+0.04,+0.28%,+0.92%,-0.58%,+15.78%,+13.95%,+21.89%,8.536B,14.66,14.24,3 stars
JSLGX,JHancock Multimanager Lifestyle Gr R4,14.26,+0.03,+0.21%,+0.99%,-0.50%,+15.98%,+14.13%,+22.03%,8.536B,14.65,14.22,3 stars
JQLGX,JHancock Multimanager Lifestyle Gr R2,14.11,+0.04,+0.28%,+0.93%,-0.60%,+15.71%,+13.85%,+21.72%,8.536B,14.47,14.05,3 stars
JHLGX,JHancock Multimanager Lifestyle Gr 5,14.15,+0.03,+0.21%,+1.00%,-0.40%,+16.29%,+14.37%,+22.36%,8.536B,14.56,14.13,3 stars
JTLGX,JHancock Multimanager Lifestyle Gr R5,14.32,+0.03,+0.21%,+1.06%,-0.44%,+16.23%,+14.31%,+22.28%,8.536B,14.72,14.29,3 stars
JILGX,JHancock Multimanager Lifestyle Gr 1,14.18,+0.03,+0.21%,+1.00%,-0.44%,+16.19%,+14.29%,+22.26%,8.536B,14.59,14.16,3 stars
OTIIX,T. Rowe Price Small-Cap Stock I,57.11,+0.22,+0.39%,+1.17%,+2.15%,+17.56%,+17.27%,+33.80%,8.525B,63.07,61.14,3 stars
TRZZX,T. Rowe Price Small-Cap Stock Z,57.35,+0.22,+0.39%,+16.37%,+12.98%,+17.56%,+17.27%,+33.80%,8.525B,63.51,61.54,3 stars
PASSX,T. Rowe Price Small-Cap Stock Adv,56.06,+0.21,+0.38%,+1.16%,+2.06%,+17.12%,+16.79%,+33.27%,8.525B,61.78,60.02,3 stars
OTCFX,T. Rowe Price Small-Cap Stock,57.08,+0.22,+0.39%,+1.16%,+2.12%,+17.43%,+17.14%,+33.63%,8.525B,62.86,61.04,3 stars
TLHIX,Nuveen Lifecycle Index 2030 R6,24.31,+0.03,+0.12%,+0.54%,-0.67%,+15.55%,+11.67%,+21.35%,8.512B,24.91,24.45,5 stars
TLHRX,Nuveen Lifecycle Index 2030 Retire,24.07,+0.03,+0.12%,+0.54%,-0.76%,+15.27%,+11.36%,+20.99%,8.512B,24.63,24.19,4 stars
TLHPX,Nuveen Lifecycle Index 2030 Premier,24.18,+0.04,+0.17%,+0.50%,-0.73%,+15.37%,+11.46%,+21.15%,8.512B,24.75,24.30,4 stars
TLHHX,Nuveen Lifecycle Index 2030 I,24.27,+0.03,+0.12%,+0.54%,-0.69%,+15.41%,+11.55%,+21.23%,8.512B,24.86,24.40,4 stars
GQLFX,GMO Quality Fund Class V,22.48,+0.01,+0.04%,--,--,+9.72%,+12.50%,+12.00%,8.511B,22.48,22.48,3 stars
PRDSX,T. Rowe Price Integrated US Sm Gr Eq,44.45,+0.24,+0.54%,+2.65%,-0.97%,+21.16%,+11.30%,+32.76%,8.486B,47.19,45.57,3 stars
TQAIX,TRP Integrated US Small-Cap Gr Eq I,44.90,+0.25,+0.56%,+2.67%,-0.93%,+21.35%,+11.47%,+32.93%,8.486B,47.72,46.02,3 stars
TQAAX,TRP Integrated US Small-Cap Gr Eq Adv,43.60,+0.25,+0.58%,+2.63%,-1.05%,+20.81%,+10.97%,+32.30%,8.486B,46.33,44.72,3 stars
NBPIX,Neuberger Berman Large Cap Value Instl,45.95,+0.30,+0.66%,+1.78%,-3.17%,-1.61%,+28.31%,+24.15%,8.452B,46.88,45.74,3 stars
NBPTX,Neuberger Berman Large Cap Value Tr,46.11,+0.30,+0.65%,+1.75%,-3.27%,-1.95%,+27.82%,+23.72%,8.452B,46.95,45.81,3 stars
NPRTX,Neuberger Berman Large Cap Value Inv,45.97,+0.29,+0.63%,+1.78%,-3.20%,-1.74%,+28.12%,+23.94%,8.452B,46.88,45.75,3 stars
NPNEX,Neuberger Berman Large Cap Value E,45.93,+0.30,+0.66%,+16.31%,+6.41%,-2.69%,+26.90%,+22.79%,8.452B,47.04,45.87,3 stars
NPNRX,Neuberger Berman Large Cap Value R3,45.92,+0.29,+0.64%,+1.76%,-3.32%,-2.22%,+27.46%,+23.33%,8.452B,46.71,45.57,3 stars
NBPBX,Neuberger Berman Large Cap Value Adv,46.13,+0.30,+0.65%,+1.75%,-3.30%,-2.10%,+27.65%,+23.52%,8.452B,46.96,45.81,3 stars
NRLCX,Neuberger Berman Large Cap Value R6,45.91,+0.30,+0.66%,+1.79%,-3.17%,-1.51%,+28.39%,+24.23%,8.452B,46.90,45.73,2 stars
NPNCX,Neuberger Berman Large Cap Value C,46.15,+0.29,+0.63%,+1.73%,-3.43%,-2.69%,+26.90%,+22.79%,8.452B,46.82,45.67,3 stars
NPNAX,Neuberger Berman Large Cap Value A,46.09,+0.30,+0.66%,+1.76%,-3.27%,-1.97%,+27.80%,+23.69%,8.452B,46.93,45.79,3 stars
FFTQX,Franklin Federal Tax Free Income R6,10.73,+0.02,+0.19%,-0.89%,-1.46%,+7.27%,+2.65%,+7.01%,8.445B,10.89,10.87,4 stars
FRFTX,Franklin Federal Tax Free Income Fund,10.71,+0.01,+0.09%,-0.91%,-1.54%,+6.45%,+1.95%,+6.28%,8.445B,10.87,10.85,2 stars
FFQAX,Franklin Federal Tax Free Income A,10.72,+0.02,+0.19%,-0.90%,-1.54%,+6.86%,+2.36%,+6.70%,8.445B,10.88,10.86,3 stars
FAFTX,Franklin Federal Tax Free Income Adv,10.73,+0.01,+0.09%,-0.89%,-1.38%,+7.12%,+2.61%,+6.87%,8.445B,10.89,10.87,4 stars
FKTIX,Franklin Federal Tax Free Income Fund,10.72,+0.02,+0.19%,-0.89%,-1.50%,+7.02%,+2.51%,+6.86%,8.445B,10.88,10.86,3 stars
GLIFX,Lazard Global Listed Infrastructure Inst,15.68,+0.19,+1.23%,-0.90%,-3.23%,+10.89%,+19.87%,+22.26%,8.429B,15.87,15.79,5 stars
GLFOX,Lazard Global Listed Infrastructure Open,15.69,+0.19,+1.23%,-0.90%,-3.30%,+10.60%,+19.56%,+21.94%,8.429B,15.88,15.80,5 stars
CRDOX,Six Circles Credit Opportunities,8.92,+0.01,+0.11%,+3.62%,-0.28%,--,--,--,8.383B,8.96,8.90,0 star
FFDKX,Fidelity K,96.74,-0.25,-0.26%,+2.34%,+2.68%,+31.03%,+33.31%,+33.58%,8.358B,96.50,90.94,3 stars
FFIDX,Fidelity,96.66,-0.25,-0.26%,+2.34%,+2.66%,+30.92%,+33.21%,+33.48%,8.358B,96.42,90.90,3 stars
TRPZX,T. Rowe Price Ltd Dur Infl Focus Bd Z,4.63,+0.01,+0.22%,+3.76%,+0.38%,+3.29%,+5.70%,+5.36%,8.333B,4.66,4.69,2 stars
TRLDX,T. Rowe Price Ltd Dur Infl Focus Bd I,4.65,+0.01,+0.22%,+0.50%,+0.31%,+3.29%,+5.70%,+5.36%,8.333B,4.68,4.71,2 stars
TRBFX,T. Rowe Price Ltd Dur Infl Focus Bd,4.68,+0.02,+0.43%,+0.48%,+0.29%,+3.02%,+5.61%,+5.24%,8.333B,4.72,4.75,2 stars
VMVLX,Vanguard Mega Cap Value Index Instl,253.38,+1.24,+0.49%,+1.92%,-1.50%,+9.17%,+25.92%,+25.73%,8.329B,254.87,244.91,4 stars
FFNOX,Fidelity Multi-Asset Index,58.31,+0.11,+0.19%,+0.78%,-0.64%,+19.29%,+17.05%,+25.10%,8.3B,60.78,59.11,4 stars
LMMRX,ClearBridge Dividend Strategy R,29.70,+0.14,+0.47%,+0.68%,-0.15%,+13.62%,+26.03%,+30.46%,8.289B,31.41,30.31,4 stars
SOPAX,ClearBridge Dividend Strategy A,29.99,+0.14,+0.47%,+0.71%,-0.05%,+14.05%,+26.48%,+30.92%,8.289B,31.68,30.59,4 stars
LCBOX,ClearBridge Dividend Strategy 1,30.02,+0.14,+0.47%,+0.74%,+0.02%,+14.37%,+26.86%,+31.26%,8.289B,31.71,30.63,4 stars
SOPYX,ClearBridge Dividend Strategy I,31.29,+0.15,+0.48%,+0.71%,-0.01%,+14.38%,+26.83%,+31.31%,8.289B,33.00,31.83,4 stars
LCBEX,ClearBridge Dividend Strategy IS,31.34,+0.14,+0.45%,+0.74%,+0.04%,+14.44%,+26.90%,+31.34%,8.289B,33.07,31.88,4 stars
LBRIX,ClearBridge Dividend Strategy FI,29.85,+0.14,+0.47%,+0.71%,-0.09%,+13.96%,+26.54%,+30.92%,8.289B,31.56,30.46,4 stars
SBPLX,ClearBridge Dividend Strategy Fund,29.35,+0.13,+0.44%,+0.69%,-0.22%,+13.19%,+25.58%,+29.98%,8.289B,31.03,29.97,4 stars
VBLIX,Vanguard Long-Term Bond Index Instl Plus,10.33,+0.04,+0.39%,-0.80%,-6.33%,+7.55%,-2.63%,+19.14%,8.289B,10.63,10.82,2 stars
VBLLX,Vanguard Long-Term Bond Index Instl,10.33,+0.04,+0.39%,-0.78%,-6.32%,+7.54%,-2.64%,+19.12%,8.289B,10.62,10.82,2 stars
VBLAX,Vanguard Long-Term Bond Index Admiral,10.33,+0.04,+0.39%,-0.80%,-6.34%,+7.52%,-2.66%,+19.10%,8.289B,10.63,10.82,1 star
VCSAX,Vanguard Consumer Staples Index Admiral,102.59,+0.60,+0.59%,-2.16%,-4.53%,+2.37%,+17.52%,+26.07%,8.281B,106.36,103.86,4 stars
PIFZX,PGIM Short-Term Corporate Bond Fund,10.62,+0.01,+0.09%,+0.15%,+0.14%,+6.85%,-0.41%,+6.75%,8.273B,10.63,10.58,4 stars
PSTQX,PGIM Short-Term Corporate Bond R6,10.62,+0.01,+0.09%,+0.06%,+0.07%,+6.95%,-0.31%,+6.76%,8.273B,10.64,10.59,4 stars
PIFEX,PGIM Short-Term Corporate Bond Fund,10.63,+0.01,+0.09%,+0.04%,-0.06%,+6.41%,-0.81%,+6.32%,8.273B,10.65,10.60,3 stars
JDTRX,PGIM Short-Term Corporate Bond R,10.59,+0.01,+0.09%,+0.03%,-0.01%,+6.25%,-0.99%,+6.03%,8.273B,10.60,10.56,3 stars
PBSMX,PGIM Short-Term Corporate Bond Fund,10.59,+0.01,+0.09%,+0.05%,+0.08%,+6.60%,-0.56%,+6.47%,8.273B,10.60,10.56,3 stars
PIFCX,PGIM Short-Term Corporate Bond Fund,10.59,+0.01,+0.09%,+0.02%,-0.11%,+5.79%,-1.31%,+5.63%,8.273B,10.60,10.56,1 star
PIFGX,PGIM Short-Term Corporate Bond Fund,10.63,+0.01,+0.09%,+0.05%,+0.01%,+6.68%,-0.47%,+6.49%,8.273B,10.64,10.60,3 stars
FAVUX,Fidelity Freedom Index 2060 Premier II,18.27,+0.02,+0.11%,+15.95%,+5.64%,+19.91%,+15.88%,+26.10%,8.271B,18.67,18.61,3 stars
FFLEX,Fidelity Freedom Index 2060 Instl Prem,18.28,+0.03,+0.16%,+0.77%,-0.63%,+19.97%,+15.98%,+26.21%,8.271B,18.67,18.02,3 stars
FUIPX,Fidelity Freedom Index 2060 Premier,18.28,+0.02,+0.11%,+15.95%,+5.64%,+19.91%,+15.88%,+26.10%,8.271B,18.68,18.02,3 stars
FDKLX,Fidelity Freedom Index 2060 Investor,18.27,+0.02,+0.11%,+0.77%,-0.60%,+19.91%,+15.88%,+26.10%,8.271B,18.67,18.01,3 stars
JNBAX,JPMorgan Income Builder A,9.85,+0.02,+0.20%,+0.61%,-1.56%,+9.20%,+9.07%,+14.80%,8.252B,9.95,9.88,3 stars
JNBZX,JPMorgan Income Builder R6,9.88,+0.03,+0.30%,+0.61%,-1.50%,+9.43%,+9.31%,+15.04%,8.252B,9.97,9.90,2 stars
JNBSX,JPMorgan Income Builder I,9.88,+0.03,+0.30%,+0.61%,-1.52%,+9.34%,+9.21%,+14.95%,8.252B,9.97,9.90,3 stars
JNBCX,JPMorgan Income Builder C,9.82,+0.02,+0.20%,+0.62%,-1.60%,+8.67%,+8.54%,+14.16%,8.252B,9.92,9.84,2 stars
JENIX,Jensen Quality Growth I,58.44,-0.06,-0.10%,+0.67%,-1.75%,+16.91%,+30.33%,+29.34%,8.242B,60.20,62.34,2 stars
JENYX,Jensen Quality Growth Y,58.42,-0.06,-0.10%,+0.67%,-1.75%,+16.99%,+30.44%,+29.40%,8.242B,60.30,62.34,2 stars
JENRX,Jensen Quality Growth R,58.21,-0.06,-0.10%,+0.64%,-1.91%,+16.04%,+29.49%,+28.52%,8.242B,59.99,62.10,2 stars
JENSX,Jensen Quality Growth J,58.55,-0.05,-0.09%,+0.65%,-1.82%,+16.66%,+30.06%,+29.02%,8.242B,60.32,62.44,2 stars
TLMPX,Nuveen Lifecycle Index 2045 Premier,31.01,+0.04,+0.13%,+0.85%,-0.24%,+19.87%,+16.48%,+25.66%,8.231B,31.54,30.54,5 stars
TLXIX,Nuveen Lifecycle Index 2045 R6,31.17,+0.04,+0.13%,+0.84%,-0.23%,+20.07%,+16.65%,+25.84%,8.231B,31.73,30.71,5 stars
TLMHX,Nuveen Lifecycle Index 2045 I,31.11,+0.04,+0.13%,+0.84%,-0.24%,+19.90%,+16.55%,+25.71%,8.231B,31.65,30.62,4 stars
TLMRX,Nuveen Lifecycle Index 2045 Retire,30.85,+0.04,+0.13%,+0.82%,-0.29%,+19.76%,+16.37%,+25.53%,8.231B,31.37,30.37,4 stars
TGADX,"Templeton Growth Fund, Inc.",26.90,+0.04,+0.15%,+1.90%,-1.70%,+21.29%,+5.38%,+15.11%,8.228B,27.48,27.53,1 star
TEPLX,Templeton Growth A,26.71,+0.04,+0.15%,+1.87%,-1.76%,+20.98%,+5.12%,+14.83%,8.228B,27.27,27.35,1 star
TEGRX,Templeton Growth R,26.29,+0.04,+0.15%,+1.86%,-1.84%,+20.66%,+4.85%,+14.55%,8.228B,26.84,26.93,1 star
FTGQX,Templeton Growth C,25.93,+0.04,+0.15%,+1.85%,-1.95%,+20.04%,+4.36%,+13.92%,8.228B,26.48,26.59,2 stars
FTGFX,Templeton Growth R6,26.87,+0.04,+0.15%,+1.90%,-1.66%,+21.34%,+5.43%,+15.21%,8.228B,27.45,27.50,1 star
VIHAX,Vanguard Intl Hi Div Yld Adm,33.08,+0.04,+0.12%,+0.64%,-3.61%,+16.83%,+15.07%,+18.27%,8.223B,33.64,33.94,4 stars
PHIYX,PIMCO High Yield Fund,8.04,+0.01,+0.12%,+0.32%,+0.81%,+12.75%,+4.05%,+14.93%,8.202B,8.06,8.01,3 stars
PHLPX,PIMCO High Yield Fund,8.04,+0.01,+0.12%,+0.34%,+0.80%,+12.64%,+3.94%,+14.82%,8.202B,8.06,8.01,3 stars
PHYAX,PIMCO High Yield Fund,8.04,+0.01,+0.12%,+0.33%,+0.76%,+12.48%,+3.79%,+14.65%,8.202B,8.06,8.01,3 stars
PHDAX,PIMCO High Yield Fund,8.04,+0.01,+0.12%,+0.33%,+0.74%,+12.36%,+3.68%,+14.54%,8.202B,8.06,8.01,3 stars
PHYRX,PIMCO High Yield Fund,8.04,+0.01,+0.12%,+0.32%,+0.67%,+12.09%,+3.43%,+14.25%,8.202B,8.06,8.01,2 stars
PHDCX,PIMCO High Yield Fund,8.04,+0.01,+0.12%,+0.30%,+0.55%,+11.53%,+2.91%,+13.69%,8.202B,8.06,8.01,2 stars
PHNNX,PIMCO High Yield Fund,8.04,+0.01,+0.12%,+0.34%,+0.79%,+12.58%,+3.89%,+14.76%,8.202B,8.06,8.01,2 stars
MRBGX,MFS Total Return Bond R1,9.38,+0.02,+0.21%,-0.30%,-2.20%,+6.15%,-1.89%,+8.96%,8.141B,9.47,9.50,2 stars
MRBCX,MFS Total Return Bond C,9.38,+0.02,+0.21%,-0.30%,-2.20%,+6.27%,-1.89%,+8.86%,8.141B,9.47,9.50,2 stars
MRRRX,MFS Total Return Bond R2,9.36,+0.02,+0.21%,-0.28%,-2.19%,+6.69%,-1.41%,+9.51%,8.141B,9.46,9.49,3 stars
MRBJX,MFS Total Return Bond R4,9.37,+0.02,+0.21%,-0.26%,-1.96%,+7.33%,-0.91%,+9.95%,8.141B,9.46,9.49,3 stars
MRBFX,MFS Total Return Bond A,9.36,+0.02,+0.21%,-0.27%,-2.10%,+7.06%,-1.06%,+9.89%,8.141B,9.46,9.49,3 stars
MRBHX,MFS Total Return Bond R3,9.36,+0.02,+0.21%,-0.27%,-2.13%,+6.95%,-1.16%,+9.78%,8.141B,9.46,9.48,3 stars
MRBBX,MFS Total Return Bond B,9.38,+0.02,+0.21%,-0.30%,-2.18%,+6.26%,-1.80%,+9.07%,8.141B,9.48,9.50,2 stars
MRBKX,MFS Total Return Bond R6,9.37,+0.02,+0.21%,-0.26%,-1.94%,+7.44%,-0.73%,+10.05%,8.141B,9.46,9.49,4 stars
MRBIX,MFS Total Return Bond I,9.36,+0.02,+0.21%,-0.26%,-2.06%,+7.22%,-0.82%,+9.95%,8.141B,9.46,9.49,3 stars
SCOAX,SEI Core Fixed Income A (SIIT),8.68,+0.02,+0.23%,-0.35%,-2.38%,+6.51%,-1.36%,+9.56%,8.129B,8.76,8.81,4 stars
VUIAX,Vanguard Utilities Index Adm,85.26,+2.13,+2.56%,+1.37%,-3.82%,-7.45%,+17.35%,+24.95%,8.117B,84.69,80.60,4 stars
BPTRX,Baron Partners Retail,214.55,-2.45,-1.13%,+3.13%,+38.89%,+43.09%,+31.39%,+44.99%,8.084B,200.12,162.28,4 stars
BPTIX,Baron Partners Institutional,224.05,-2.56,-1.13%,+3.14%,+38.97%,+43.47%,+31.73%,+45.38%,8.084B,208.90,169.27,4 stars
BPTUX,Baron Partners R6,224.01,-2.55,-1.13%,+3.13%,+38.97%,+43.46%,+31.73%,+45.38%,8.084B,207.68,168.87,4 stars
FPADX,Fidelity Emerging Markets Index Fund,10.43,+0.01,+0.10%,-0.38%,-5.96%,+9.50%,-3.04%,+18.26%,8.062B,10.82,10.82,3 stars
MBXIX,Catalyst/Millburn Hedge Strategy I,40.24,-0.30,-0.74%,+4.43%,+7.04%,-0.67%,+16.89%,+13.84%,8.047B,39.82,39.25,5 stars
MBXFX,Catalyst/Millburn Hedge Strategy C-1,38.54,-0.28,-0.72%,+14.46%,+4.59%,-1.66%,+15.73%,+12.72%,8.047B,38.03,37.51,4 stars
MBXCX,Catalyst/Millburn Hedge Strategy C,38.88,-0.28,-0.72%,+4.40%,+6.75%,-1.66%,+15.73%,+12.72%,8.047B,38.32,37.77,4 stars
MBXAX,Catalyst/Millburn Hedge Strategy A,39.94,-0.30,-0.75%,+4.44%,+6.98%,-0.91%,+16.62%,+13.60%,8.047B,39.49,38.93,4 stars
WMFCX,Allspring Municipal Bond C,9.66,+0.01,+0.10%,-0.73%,-1.37%,+4.73%,+1.12%,+6.37%,8.023B,9.77,9.78,1 star
WMBIX,Allspring Municipal Bond Inst,9.66,+0.01,+0.10%,-0.80%,-1.10%,+5.85%,+2.20%,+7.50%,8.023B,9.77,9.78,4 stars
WMFAX,Allspring Municipal Bond A,9.66,+0.01,+0.10%,-0.81%,-1.18%,+5.52%,+1.88%,+7.17%,8.023B,9.78,9.78,3 stars
WMFDX,Allspring Municipal Bond Admin,9.67,+0.02,+0.21%,-0.80%,-1.25%,+5.67%,+1.94%,+7.33%,8.023B,9.78,9.78,3 stars
WMBRX,Allspring Municipal Bond R6,9.66,+0.01,+0.10%,-0.79%,-1.09%,+5.91%,+2.25%,+7.55%,8.023B,9.78,9.78,4 stars
MFRLX,MFS Research R1,47.44,+0.07,+0.15%,+1.26%,+1.64%,+21.58%,+23.78%,+32.11%,8.021B,50.36,49.56,2 stars
MFRCX,MFS Research C,48.94,+0.06,+0.12%,+1.26%,+1.64%,+21.57%,+23.80%,+32.11%,8.021B,51.87,51.00,2 stars
MRFIX,MFS Research I,60.90,+0.08,+0.13%,+1.32%,+1.90%,+22.77%,+25.03%,+33.44%,8.021B,64.04,62.50,3 stars
MSRRX,MFS Research R2,55.71,+0.08,+0.14%,+1.29%,+1.77%,+22.18%,+24.41%,+32.75%,8.021B,58.70,57.42,3 stars
MFRHX,MFS Research R3,57.90,+0.08,+0.14%,+1.30%,+1.82%,+22.46%,+24.74%,+33.10%,8.021B,60.97,59.58,3 stars
MFRKX,MFS Research R6,58.36,+0.08,+0.14%,+1.32%,+1.91%,+22.85%,+25.11%,+33.49%,8.021B,61.58,60.10,3 stars
MFRBX,MFS Research B,49.55,+0.07,+0.14%,+1.27%,+1.64%,+21.56%,+23.78%,+32.10%,8.021B,52.48,51.57,2 stars
MFRFX,MFS Research A,58.61,+0.09,+0.15%,+1.30%,+1.83%,+22.46%,+24.71%,+33.10%,8.021B,61.68,60.26,3 stars
MFRJX,MFS Research R4,58.56,+0.08,+0.14%,+1.32%,+1.90%,+22.77%,+25.03%,+33.43%,8.021B,61.69,60.28,3 stars
STFGX,State Farm Growth,118.70,-0.17,-0.14%,+0.71%,+0.55%,+17.59%,+25.64%,+28.01%,7.998B,125.92,122.02,3 stars
THCWX,TIAA-CREF Large-Cap Value Idx W,23.61,-0.01,-0.04%,+2.30%,-2.07%,-7.66%,+2.69%,-8.45%,7.982B,22.37,22.30,3 stars
STESX,Bernstein International Strat Eqs SCB,12.87,+0.19,+1.50%,+1.34%,-1.97%,+13.22%,+10.04%,+19.62%,7.916B,13.03,13.13,3 stars
STEZX,AB International Strat Eqs Z,12.96,+0.05,+0.39%,+1.41%,-1.82%,+13.55%,+10.31%,+19.92%,7.916B,13.07,13.17,3 stars
STEYX,AB International Strat Eqs Adv,12.89,+0.20,+1.58%,+1.42%,-1.80%,+13.49%,+10.34%,+19.85%,7.916B,13.05,13.15,3 stars
CPXAX,Cohen & Steers Preferred Sec & Inc A,12.25,+0.01,+0.08%,-0.24%,-0.72%,+6.06%,+3.08%,+17.75%,7.883B,12.33,12.21,3 stars
CPRRX,Cohen & Steers Preferred Sec & Inc R,12.27,+0.01,+0.08%,-0.24%,-0.76%,+5.99%,+2.91%,+17.46%,7.883B,12.35,12.23,3 stars
